id,observed_on,place_guess,latitude,longitude,species,taxon_id,year,month,doy,winter.year,winter.month,winter.day,year.factor,res,winter.year.prism,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,tmean_7,tmean_8,tmean_9,tmean_10,tmean_11,tmean_12,ppt_1,ppt_2,ppt_3,ppt_4,ppt_5,ppt_6,ppt_7,ppt_8,ppt_9,ppt_10,ppt_11,ppt_12,precip,temp,elevation,preceding_temp,preceding_precip
21697051,2019-03-27,"Washington Park, Anacortes, WA, US",48.49097,-122.6921617,Plectritis congesta,57786,2019,3,86,2019,7,206,2019,4kmM3,2019,14.065000534057617,10.18600082397461,8.77400016784668,6.50700044631958,6.4210004806518555,1.915000081062317,7.047000408172607,9.921500205993652,12.880000114440918,14.317500114440918,15.730399131774902,16.393400192260742,31.93400001525879,56.44200134277344,100.5999984741211,102.95999908447266,48.54600143432617,47.880001068115234,24.575000762939453,57.608001708984375,26.322999954223633,20.426000595092773,18.590999603271484,17,496.86800384521484,8.635167029168871,-4,12.125500679016113,44.18800067901611
21729941,2019-03-27,"Washington Park, Anacortes, WA, US",48.49107833,-122.6920667,Plectritis congesta,57786,2019,3,86,2019,7,206,2019,4kmM3,2019,14.065000534057617,10.18600082397461,8.77400016784668,6.50700044631958,6.4210004806518555,1.915000081062317,7.047000408172607,9.921500205993652,12.880000114440918,14.317500114440918,15.730399131774902,16.393400192260742,31.93400001525879,56.44200134277344,100.5999984741211,102.95999908447266,48.54600143432617,47.880001068115234,24.575000762939453,57.608001708984375,26.322999954223633,20.426000595092773,18.590999603271484,17,496.86800384521484,8.635167029168871,-4,12.125500679016113,44.18800067901611
22336557,2019-04-11,"Camassia Conservancy Park, West Linn, OR, US",45.36110872,-122.6161517,Plectritis congesta,57786,2019,4,101,2019,8,221,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22386166,2019-04-11,"Camassia Natural Area, West Linn, Clackamas, Oregon, United States",45.360195,-122.6156333,Collinsia grandiflora,76409,2019,4,101,2019,8,221,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22386624,2019-04-11,"Camassia Natural Area, West Linn, Clackamas, Oregon, United States",45.36112333,-122.6162433,Plectritis congesta,57786,2019,4,101,2019,8,221,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22388004,2019-04-11,"Camassia Natural Area, West Linn, Clackamas, Oregon, United States",45.36146833,-122.6176383,Collinsia grandiflora,76409,2019,4,101,2019,8,221,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22504592,2019-04-14,"Canemah Park, Oregon City, Oregon, United States",45.34408333,-122.6285833,Collinsia grandiflora,76409,2019,4,104,2019,8,224,2019,4kmM3,2019,17.069000244140625,13.473000526428223,8.654000282287598,6.584000110626221,6.253000259399414,3.1550002098083496,7.887000560760498,11.625899314880371,15.60099983215332,17.663000106811523,19.658498764038086,20.986000061035156,25.447999954223633,106.37000274658203,87.82499694824219,193.57000732421875,100.92400360107422,141.74899291992188,65.253997802734375,119.322998046875,41.65999984741211,32.78300094604492,7.258999824523926,10.833999633789062,882.1229991912842,10.03354459338718,110,13.065333684285482,73.21433321634929
22523387,2019-04-15,"Camassia Conservancy Park, West Linn, OR, US",45.36140833,-122.6175083,Plectritis congesta,57786,2019,4,105,2019,8,225,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22541360,2019-04-15,"Camassia Conservancy Park, West Linn, OR, US",45.360255,-122.61567,Collinsia grandiflora,76409,2019,4,105,2019,8,225,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22607860,2019-04-16,"Camassia Conservancy Park, West Linn, OR, US",45.36014771,-122.6156484,Collinsia grandiflora,76409,2019,4,106,2019,8,226,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22607877,2019-04-16,"Camassia Conservancy Park, West Linn, OR, US",45.36096473,-122.6178001,Plectritis congesta,57786,2019,4,106,2019,8,226,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
22664779,2019-04-17,"Washington Park Loop, Anacortes, WA 98221, USA",48.49152374,-122.6947327,Plectritis congesta,57786,2019,4,107,2019,8,227,2019,4kmM3,2019,14.065000534057617,10.18600082397461,8.77400016784668,6.50700044631958,6.4210004806518555,1.915000081062317,7.047000408172607,9.921500205993652,12.880000114440918,14.317500114440918,15.730399131774902,16.393400192260742,31.93400001525879,56.44200134277344,100.5999984741211,102.95999908447266,48.54600143432617,47.880001068115234,24.575000762939453,57.608001708984375,26.322999954223633,20.426000595092773,18.590999603271484,17,496.86800384521484,8.635167029168871,-35,11.008333841959635,62.99199994405111
22723708,2019-04-19,"Clackamas County, US-OR, US",45.36181569,-122.6176807,Collinsia grandiflora,76409,2019,4,109,2019,8,229,2019,4kmM3,2019,17.341001510620117,13.564001083374023,8.891000747680664,6.7310004234313965,6.369000434875488,3.122000217437744,8.144000053405762,12.053899765014648,15.947999954223633,17.978500366210938,19.683399200439453,21.21299934387207,24.56800079345703,104.22200012207031,80.6240005493164,195.99899291992188,89.16600036621094,131.52499389648438,57.46900177001953,109.87000274658203,37.53200149536133,27.2810001373291,6.7220001220703125,10.644000053405762,830.9749946594238,10.240433798895943,87,13.265334447224935,69.80466715494792
